내용,1,2,3,4,답
"New customers must _______ the anti-virus software program they purchased by registering with their e-mail address, user name and password. ",activate ,obtain ,commit ,apprehend,activate 
The assistant is complaining about the _______ of paperwork on her desk and has requested that we assign another office worker to help her. ,inflation ,enlargement ,accumulation ,combination,accumulation 
The members of the advertising department met to analyze an _______ ad campaign and to lay down the rules for future campaigns. ,ineffective ,empty ,dependent ,sterile,ineffective 
The company wants to expand its current market and has begun _______ how to appeal to consumers of different backgrounds. ,studying ,studied ,studies ,study,studying 
Shoppers _______ use coupons at supermarkets save as much as ten percent every week when they buy groceries. ,which ,whose ,who ,where,who 
The mainstays on the menu of the Caballero Restaurant include the most _______ dishes as well as the house specialties of its renowned chef. ,profit ,profitable ,profitableness ,profitably,profitable 
"By acting immediately to address an issue, the firm managed to retain its solid reputation _______ a product defect that resulted in a country-wide recall. ",despite ,though ,whether ,given,despite 
"With an understaffed customer service department, it became _______ difficult for representatives to handle all of the complaints called in by irate customers. ",immediately ,imperceptibly ,increasingly ,initially,increasingly 
Mr. Madden's proposal was so _______ that the investors in attendance at the presentation immediately committed themselves to supporting the project. ,legitimate ,bounded ,convincing ,confidential,convincing 
A packet of educational materials and forms to be filled out will be distributed to _______ participant at the workshop as they enter the lecture room. ,all ,each ,other ,others,each 
Please be informed that the Willingham Theater will be closed from September 7 to 14 _______ a renovation of the stage and adjacent structures. ,because of ,outside of ,except for ,along with,because of 
"As the present economic climate is grave, Reddington Industrials’ management has decided that the plant’s _______ should be postponed. ",settlement ,expansion ,procedure ,inclusion,expansion 
The owner of a building under construction will begin accepting tenants _______ the structure is nearly complete. ,following ,although ,regardless of ,once,once
Lockworth Manufacturer’s managers have decided to _______ employee demands by making a settlement through the workers’ union. ,transmit ,challenge ,address ,respond,address 
The director discussed the company's upcoming merger with the technology giant Cyber World _______ other things during a general meeting of management and staff. ,among ,except ,along ,regarding,among 
The consultant has examined the company's financial records and suggested _______ ways that operating expenses may be cut by as much as 25 percent. ,both ,each ,every ,several,several
"After filling out the form, _______ a picture in the space provided and place it in an envelope before submitting it to the front desk. ",adhere ,attach ,assign ,adjoin,attach 
"_______ the Sinclair Company's benefits package is not as competitive as those of other companies, the hours are flexible. ",Although ,Despite ,Regarding ,Provided,Although 
"For any concerns that are not addressed on the website's help page, please contact _______ by clicking on the link at the top of the home page. ",us ,our ,ourselves ,ours,us 
The sudden breakdown of the projector was the only negative occurrence in a(n) _______ excellent seminar attended by educators. ,even ,thereby ,foward ,otherwise,otherwise
Online sites that sell supplements sometimes fail to _______ how a product may interact negatively with prescription medications. ,conceal ,excuse ,speculate ,publicize,publicize
"_______ the Norwood Plant hired additional workers during the summer when orders peak, it still could not ship items on time. ",Although ,Regarding ,Before ,Despite,Although 
The marketing campaign and the research project _______ the largest components of the budget for the coming fiscal year. ,constitutes ,constituting ,to constitute ,constitute,constitute
The manufacturer guarantees that _______ durable Long Life batteries will last for at least six months with normal use. ,it ,itself ,them ,its,its
A local newspaper reported that the new subway station that the city began constructing about ten years ago is _______ opening next week. ,final ,finality ,finally ,finale,finally 
Visitors to the photography website appreciate that the _______ images posted online allow them to clearly see even the smallest details. ,decorated ,alleged ,enhanced ,corrected,enhanced 
A local employment program has _______ been established by community members and local officials to assist college graduates who are unable to find work. ,consistently ,recently ,normally ,preferably,recently 
"Over the next _______ days, company employees will be undergoing a medical evaluation consisting of a general physical examination, a blood test and an X-ray. ",all ,few ,each ,another,few 
Inexperienced investors must avoid _______ money in deals that are not supported by a comprehensive feasibility study and a clear plan. ,put ,puts ,putting ,to put,putting 
The website provides an almost _______ list of animal and plant organisms that are considered endangered or threatened. ,exhaustive ,gigantic ,profound ,widespread,exhaustive 
Colman Motor Transport has decided not to issue a recall of its newest scooter _______ the defect is a minor one and can be easily remedied. ,besides ,if ,since ,except for,since 
Art critics complained that famed painter Peter Dawes’ colors in his more recent paintings were _______ than in his earlier works. ,gloomiest ,gloomy ,gloomier ,gloom,gloomier 
The students may opt to take a _______ of classes totaling three hours of instruction per week and an internship not exceeding 30 work hours per month. ,combine ,combined ,combining ,combination,combination
"The doors to the conference room where the documentary will be shown will be closed at 10 a.m. sharp, so those attending need to be _______. ",constant ,regular ,definite ,punctual,punctual
"Applications to work at a different regional branch _______ take two or three months to process, so please submit your requests early. ",hurriedly ,generally ,continually ,gradually,generally 
The new employees have _______ completed the month-long skills training with the firm and will be given the opportunity to enroll in more advanced courses. ,success ,successfully ,successful ,successfulness,successfully 
_______ who plan to apply for the HRD head position must face an interview panel consisting of a board member and the company's senior managers. ,Those ,Such ,That ,Each,Those 
Private firms in the city will be working in _______ with local universities to provide scholarships for deserving but needy students who cannot afford college tuition. ,allowance ,promotion ,cooperation ,advocacy,cooperation 
Vacation leaves longer than three months are not allowed _______ the approval of both the director and the employee’s immediate supervisor. ,without ,following ,during ,so as to,without 
It is the chairperson’s responsibility to stick to the meeting agenda and prevent discussions from becoming _______ or unrelated. ,protracting ,protracted ,protract ,protractedly,protracted 
The academic institute has _______ rules governing fraternizing between teachers and other work personnel during working hours. ,reserved ,stringent ,convincing ,experienced,stringent 
The hotel gave Mr. Hernandez a _______ pass to its fitness center as a way of apologizing for delivering a suit several hours late. ,respectful ,conventional ,recommendatory ,complimentary,complimentary
"The fine-dining restaurant on Second Avenue, which serves exquisitely prepared meals for lunch and dinner, comes _______ recommended. ",highly ,high ,highest ,higher,highly 
The Internet bill sent to Mrs. Stewart _______ the last week of September contained an additional charge for a service that she did not request. ,during ,regarding ,outside ,between,during 
"People who want to eat at Westfield must make reservations two weeks in advance, as it is the _______ fine dining restaurant in the area. ",popular ,most popularly ,most popular ,popularly,most popular 
The committee has had a chance to look over _______ résumé and is pleased to inform you that you have been selected for the interview. ,you ,yourself ,yours ,your,your
A youth organization will _______ recognition plaques to the high school students with the most exceptional projects in the science exhibition. ,present ,devote ,entrust ,admit,present 
"He will negotiate with suppliers of agricultural products, if the purchasing officers _______ the chance to visit the Midwest region. ",will get ,get ,getting ,gets,get 
"Rick Kotter was the _______ customer representative on the team, but he was the most judicious in dealing with shoppers’ complaints. ",young ,youngest ,younger ,youngish,youngest 
"Bellworks Clothier was _______ the number one producer of down jackets, but it is now competing with two other apparel makers. ",already ,seldom ,once ,ever,once 
"Throughout the talk show, Louise Brown kept bringing up _______ achievements during her early years as a reporter for a newsmagazine. ",hers ,her ,she ,herself,her 
"At a business convention, an invited speaker discussed the _______ issues affecting economic growth in Europe, Africa and Asia. ",optimistic ,key ,midway ,effective,key 
"Although Jan Marshall is interested in investing in the firm, he cannot commit _______ making an investment at this time because of other agreements. ",to ,with ,on ,as,to 
"Thank you for _______ the company to inquire about our products and services, and we hope to provide you with the information you need. ",call ,called ,calling ,calls,calling 
"Although selling on commission can be very challenging, sufficient product knowledge and a lot of perseverance can give a salesman a _______ income. ",steady ,cautious ,timeless ,faithful,steady 
"All staff must attend the safety training, so make sure to inform Helen in administration which day you'll be attending, if you have not _______ done so. ",early ,ahead ,later ,already,already
The executive officer’s concern for the environment prompted _______ to ensure that company activities adhere to government regulations. ,he ,him ,his ,himself,himself
The value of the company’s stock _______ until a competitor released a cell phone that boasted many attractive features. ,will increase ,to increase ,increasing ,increased,increased
"Although I promised that I would participate in the event, I _______ inform you that I will have to back out because of a family situation. ",patiently ,satisfactorily ,regretfully ,cheerfully,regretfully 
The manager requested the staff not to bring work-related _______ home but to complete the work at the office by doing overtime. ,task ,tasking ,tasks ,tasked,tasks 
The organization is eager _______ opportunities for collaboration on a project that will not only provide more jobs but also develop the earnings potential of community members. ,exploring ,explored ,to explore ,explore,to explore 
The growing _______ for health advice has resulted in the establishment of numerous websites that deal with a wide variety of health issues. ,demand ,rating ,citation ,prescription,demand 
"_______, a small manufacturer of appliances and electronic devices has become the top seller of miniature music players in the country. ",Remarkable ,Remarkableness ,Remarkability ,Remarkably,Remarkably
The Decor Shop on Second Avenue is frequented by shoppers looking for _______ jewelry and ornaments at reasonable prices. ,regular ,visionary ,distinctive ,symbolic,distinctive 
The Internet has made it possible for cooks and food lovers around the world to _______ ingredients that are difficult to obtain locally. ,promote ,report ,extract ,access,access
"After a strong hurricane passed through the region, the government immediately _______ a state of emergency. ",notified ,enumerated ,declared ,stated,declared 
"Concerned that the new staff might not be able to give a convincing presentation, Anne Myer delivered the report _______. ",hers ,she ,her ,herself,herself
Excerpts from a _______ research paper on product labeling were published for consumers in a major newspaper. ,startling ,finite ,rapid ,sudden,startling 
The director is planning to have a _______ arranged dinner for a business official who is touring the country to look for investment opportunities. ,specially ,considerably ,deliberately ,finacially,specially 
The census taker affixed a sticker _______ to the door to let other officers in the area know that the household had already been interviewed. ,directed ,directly ,directing ,direction,directly 
The construction of a new 50-floor hotel on Madison Avenue began _______ a ceremonial breaking of the ground spearheaded by the town mayor. ,with ,on ,outside ,beside,with 
Headquarters has recommended _______ operations at two rural branches that have been unprofitable for the past two years. ,suspending ,withholding ,expediting ,restraining,suspending 
"_______ the downturn in consumer spending, the commercial sector remains confident that demand will increase as the economy improves. ",Except ,Because ,Despite ,Unless,Despite 
Donors have made a _______ contribution to the local community center so that the projects aimed at assisting the youth are sufficiently funded. ,perceptible ,dominant ,convincing ,significant,significant
The national government has decided to give farmers in the Midwest a subsidy to _______ rising fuel and fertilizer prices. ,verify ,oppose ,offset ,ignore,offset 
"_______ the close of the year, most companies are busy preparing annual reports for the board of directors and stockholders. ",Toward ,Outside ,Regarding ,Excluding,Toward 
Foundations often set aside funds to give grants and scholarships to _______ students in high schools and universities. ,exceptional ,peculiar ,critical ,expressive,exceptional 
Patients who have undergone a medical examination and whose diagnosis remains inconclusive _______ to a specialist by their physician. ,are referred ,referring ,to refer ,referred,are referred 
New subscribers to The Daily News must keep their customer code _______ they can access the online edition of the newspaper without charge. ,so that ,in case of ,aside from ,as though,so that 
The plant workers who did an extra shift over the past several days were _______ by the supervisor for completing a large order of floor tiles on time. ,prescribed ,suggested ,updated ,commended,commended
"Medical personnel are required to keep patient records _______, and any failure to follow this regulation might open the hospital to lawsuits. ",confident ,confidentially ,confidential ,confidentiality,confidential 
Most of the representatives said they plan to take the subway train to the convention building _______ ride a cab paid for by the sponsors. ,regardless of ,rather than ,except for ,aside from,rather than 
"If you have any questions about the equipment you have just purchased, please bring your inquiries to _______ available technician. ",any ,each ,other ,all,any 
Government leaders have improved the nation’s economy by _______ on laying the groundwork for new business development and job creation.  ,focus ,focused ,focuses ,focusing,focusing
The tourism industry has indicated the need _______ better communications facilities and other public infrastructure to attract more tourists to the country. ,are providing ,provide ,to provide ,provision,to provide 
"Demand for multi-featured smartphones _______ in the summer, resulting in the hiring of more assembly workers to meet market needs. ",achieved ,finished ,gained ,peaked,peaked
"A farm located in Sta. Cruz, California supplies nearly all of the tomatoes _______ by the restaurant for its pasta sauces, sandwiches and salads. ",utilize ,utilizing ,to utilize ,utilized,utilized
"Although the managers are seeking _______ Bill Worthington the new executive officer, the board wants to hire an outsider to direct the company. ",to make ,made ,making ,make,to make 
The _______ furniture designed by the Hutchins Furnishing Company in Virginia is noted for its exquisite craftsmanship and superb functionality. ,peculiar ,innovative ,resourceful ,unfamiliar,innovative 
"_______ their second anniversary, Woodson Caterers offered repeat clients a 15 percent discount on all catered meal packages for the month of October. ",To commemorate ,Commemoration ,Commemorate ,Commemorated,To commemorate 
Participants who have enlisted in any of the workshop offerings for August _______ to switch to other courses if these classes already have twenty registrants. ,are not allowed ,allowed ,are allowing ,allow,are not allowed 
The Web site has a list of requirements that applicants for job openings at the university are expected to _______ by the given deadline. ,adhere ,connect ,meet ,rival,meet 
Subscribers are requested to get in touch with a company representative _______ if a magazine issue is not delivered or arrives damaged at your doorstep. ,immediately ,previously ,simultaneously ,briefly,immediately 
"In accordance _______ department store policy, apparel and shoe wear cannot be returned or exchanged if they have been used or altered in any way. ",to ,with ,about ,than,with 
"Fashion accessories that are on display on the rack near the entrance _______ at regular prices, but those in the bargain bin are from 10 to 60 percent off. ",selling ,to sell ,sells ,are selling,are selling
A report about the economic crisis has the Morgan Cooper Company _______ that its overseas branch may be facing problems in the near future. ,concerned ,concerning ,concern ,will concern,concerned 
The telephone company had little competition _______ the government permitted more firms to establish their own local and long-distance telephone networks. ,despite ,unless ,before ,because,before 
The administration held a _______ auction of property comprising several buildings and equipment that it owns but no longer has any use for. ,settled ,public ,domestic ,frugal,public 
"After long discussions, the two publishing companies made arrangements to combine their assets, a decision considered _______ beneficial by many. ",exceptionally ,except ,exception ,exceptional,exceptionally 
"With the sudden rise in interest rates for business loans, Counterpoint Manufacturing’s plans to expand have been _______ until a more suitable time. ",deserted ,assembled ,postponed ,overlooked,postponed 
"To complete the annual planning activity on time, the managers agreed that employees should not apply for a leave _______ ill or facing an urgent matter. ",despite ,unless ,in case of ,due to,unless 
"The purchaser said their usual supplier could not provide industrial diamonds, making it necessary for _______ to order from a company that charges higher prices. ",his ,himself ,he ,him,him
New visitors to the clinic are required by medical personnel _______ fill out a personal information form to establish an outpatient record.,to ,on ,at ,of,to 
"_______ the package is delivered, the recipient must open it immediately and verify whether the contents are complete and in acceptable condition. ",Although ,Following ,After ,Regarding,After 
"According to company policy, packages that are not delivered to customers due to shipping label errors should be _______ immediately. ",refund ,refunded ,refunding ,refunds,refunded 
The avenue is so _______ that bicyclists going up the road usually get off their bicycles before reaching the top and walk the rest of the way. ,fancy ,steep ,large ,odd,steep 
"Although prices at most supermarkets _______ from store to store, the disparity is not enough to warrant shopping for groceries at different places. ",adapt ,vary ,convert ,reduce,vary 
A negotiator assigned by the company said he would _______ the dispute between the factory workers and management. ,handle ,advise ,practice ,engage,handle 
Items for personal use are not to be listed as an _______ when submitting receipts for reimbursement to the accounting department. ,expenditure ,output ,investment ,assessment,expenditure 
The purchasing department said it would send a representative _______ with several suppliers for a new contract. ,negotiated ,to negotiate ,negotiation ,was negotiating,to negotiate 
The sales person at the printing outlet said it would take _______ four hours to print 200 copies of the employee manual. ,carefully ,approximately ,largely ,intently,approximately 
The purpose of the 2-hour workshop scheduled for tomorrow morning is to teach both managers and staff to cooperate with _______. ,the other ,one another ,another ,other,one another 
Medical researchers at the Sienna Hospital are working _______ with scientists at a local university to complete a study on human cells. ,collaborating ,collaboratively ,collaborated ,collaborate,collaboratively 
"Despite the intermittent rain, a majority of the runners participating in the annual marathon _______ to run the course until they reached the finish line. ",continued ,survived ,emerged ,prolonged,continued 
Zoning officials gave approval to proceed with the hotel construction only _______ the owners settled the building design problem raised by the community. ,while ,until ,whenever ,when,when
"The human resources department usually hires the most _______ candidate, but they give priority to people who can work well with a team. ",qualified ,adjusted ,comparable ,sufficient,qualified 
"After a severe economic crisis hit the country, an expert said that the recovery of the trade sector within a few months was _______. ",hesitant ,reliable ,insecure ,doubtful,doubtful
Transfers to any of the company’s branches are not allowed _______ a staff member has skills needed by a branch. ,unless ,whereas ,without ,regardless of,unless 
"World Ecology, a group of environmental organizations _______ by a former Transportation Department official, is holding a summit in Spain. ",establishing ,established ,will be established ,has been established,established 
Parcels for university students living away from home will be delivered to the dormitories _______ the end of the week. ,in ,at ,by ,from,by 
A representative from a funding organization will give a research center _______ on the types of projects that attract financial institutions. ,advisor ,advisory ,advise ,advice,advice
A representative from a real estate agency accompanied a visitor _______ a look at one of the vacant apartment units. ,to take ,take ,took ,will take,to take 
"After _______ reviewing the manuscripts being considered for publication, the panel has made a choice and will submit their recommendation to the publisher. ",careful ,carefulness ,careful of ,carefully,carefully
"_______ for its high quality meal and serene ambience, the Green Ivy Restaurant has attracted diners from around the world who want to sample its extraordinary food. ",Known ,Know ,Knowing ,Knew,Known 
The speaker discussed the most important _______ of an advertisement and how its design can make it stand out from other ads. ,clauses ,portions ,elements ,accounts,elements 
"If _______ a product back for return or exchange, the customer must ensure that the item is in its original condition and packaging. ",brings ,bringing ,brought ,bring,bringing 
"Although a definite figure cannot be given, the spokesperson believes that more than a thousand persons will _______ attend the art center’s grand opening. ",dependently ,conditionally ,probably ,randomly,probably 
Customers _______ subscriptions to cable service will end this month are urged to apply for renewal to avoid paying a reconnection fee. ,who ,whom ,whose ,which,whose 
The editor received several letters from readers _______ the periodical’s decision to switch from a print publication to an online site. ,regarding ,despite ,including ,excluding,regarding 
The Gellhorn Clothing Company’s advertising head said he would be busy preparing for a regional marketing campaign _______ next month. ,beginning  ,was beginning ,had begun ,begin,beginning  
Restaurants in the city will have to stop using MSG _______ the ingredient was banned by the food administration. ,due to ,because ,regardless of ,so that,because 
The company values its customers very highly and gives _______ response when a customer files a complaint or asks for more information. ,available ,previous ,existent ,immediate,immediate
"By the time the manufacturer completed a large order of floor tiles for an office building, new but smaller orders _______ coming in. ",will begin ,have begun ,had begun ,will be beginning,had begun 
"Because _______ of the newspaper's website has increased by 60 percent, the publisher is considering offering paid subscriptions. ",circulation ,readership ,publication ,supplement,readership 
Travelers who signed up for the package expressed _______ concern about not having enough time to do their own personal sightseeing. ,them ,theirs ,they ,their,their
Most of the larger kitchen appliances in the store may be purchased on installment and are _______ over a period of 12 to 24 months. ,payable ,ongoing ,overdue ,exempt,payable 
"_______ a more positive corporate image with the public, Anson & Wells hired a well-known public relations consultant. ",Cultivates ,To cultivate ,Cultivate ,Cultivation,To cultivate 
Parents in many parts of Asia are more inclined than those in Western nations to work hard to enroll their children in _______ educational institutions. ,fundamental ,decisive ,outstanding  ,confirmative,outstanding  
"The popularity of rubber shoes has dipped so low that _______ they are sold at a large markdown, shoppers will likely not buy them. ",even if ,prior to ,now that ,along with,even if 
The manager will not be able to deal with frequent absenteeism in the company _______ unless he identifies the underlying reasons. ,effecting ,effective ,effectively ,effect,effectively 
"The survey outcome was an unexpected _______, with a majority of the respondents saying they preferred cereal for breakfast. ",one ,another ,few ,other,one 
"Sales of real estate, _______ the start of the year, has increased by 40 percent, but experts think it will return to normal levels before the year ends. ",since ,although ,while ,besides,since 
"Unless _______ informed, the timetable for train departures from London to Birmingham on weekends will remain the same. ",anyhow ,otherwise ,enough ,fully,otherwise 
Individuals interested in getting financing new ventures must familiarize themselves with the procedures for obtaining loans and _______ with the bank’s requirements. ,submit ,observe ,fulfill ,comply,comply
"Customs and immigration service requires passengers to declare _______ currencies in excess of $5,000 when entering the country. ",all ,every ,little ,each,all 
The organization is dedicated to _______ the country’s valuable artwork and cultural sites so that future generations can enjoy them. ,protection ,protects ,protected ,protecting,protecting
"To complete its market study, Fizz Soft Drink Company is sending representatives to distribute survey forms to residents living _______ the area. ",of ,in ,past ,over,in 
The department store has already received several applications in response to the advertisement it _______ the day before. ,publishing ,published ,publishes ,publish,published 
"After relocating to Los Angeles, Jeff Barth checked the local newspapers for jobs _______ to the one he had when he was living in Chicago. ",parallel ,comparable ,generic ,uniform,comparable 
"The organizers are finalizing invitations for the grand opening celebration of the Scintilla Department Store, _______ will take place on August 15 at 10 o’ clock. ",whom ,whose ,who ,which,which
"According to the health department, getting an annual vaccination is the best and _______ way to prevent from getting influenza. ",easiest ,most easily ,easy ,easily,easiest 
"Knowing that thousands tried to reserve seats for the concert online, the sponsor decided it was _______ to rent a larger venue to accommodate more people. ",suitability ,suitable  ,suitably ,suitableness,suitable  
"Although Lisa Elliot had been with the company only three months, she _______ her supervisor so much that he recommended her for a promotion. ",impression ,impressed ,impressive ,was impressed,impressed 
The union called on employees to strike after the management refused to cooperate in a _______ for increased pay and better worker benefits. ,bargain ,presentation ,speculation ,negotiation,negotiation
"_______ the company’s operating expenses for the coming fiscal year, the administrative office decided to reduce daily allowances for traveling representatives. ",Trimmed ,Trims ,Trim ,To trim,To trim
"If Steve Jungton had had any aspirations about applying for a managerial position at a rival company, he _______ so years ago. ",will do ,would do ,would have done ,would be doing,would have done 
A memorandum e-mailed to the staff gave notice that an office _______ was scheduled in the large conference room for the afternoon. ,assembly ,assembled ,assemble ,assembling,assembly 
The author is _______ more publicity for his newest non-fiction book by joining talk shows and accepting invitations to book launches. ,offering ,ejecting ,seeking ,tearing,seeking 
"To measure client satisfaction, Five Stars Electronics asks its customers _______ fill out a product questionnaire by e-mail. ",by ,to ,if ,with,to 
"Most financial advisers believe that banking institutions are a _______ way to procure financing for a new home, car or business. ",desirable ,fortunate ,enviable ,recognizable,desirable 
The purchasing officer is planning to fly to London and Barcelona next week to _______ business with some trusted suppliers of cheeses and wines. ,repair ,forbid ,deliver ,conduct,conduct
"With the new high technology robotic equipment, the supervisor estimates that a car can be completed on the assembly line _______ four hours. ",inside of ,because of ,instead of ,in spite of,inside of 
The human resources head was asked to develop a better assessment system so that supervisors could evaluate their subordinates _______. ,adequacy ,adequately ,adequate ,adequacies,adequately 
"Info-Base, a top research company, offers superbly researched information on a variety of topics and _______ reports on a paid subscription basis. ",provide ,provides ,providing ,will provide,provides 
"The producers of the movie “Love in Paradise” considered the film an enormous achievement, _______ it was completed in three months on a small budget. ",including ,following ,considering ,supposing,considering 
Health club members _______ to use the exercise equipment with an instructor must indicate which of the trainers they would like to work with. ,advancing ,preferring ,suggesting ,authorizing,preferring 
"To minimize the problems _______ might arise from the lack of community volunteers, the organization is planning to distribute leaflets. ",who ,of which ,that ,whom,that 
"Despite the government’s adoption of economic measures to keep inflation down, prices of gas and commodities went up _______ in the past few weeks. ",substantially ,substantial ,substantiate ,substantiality,substantially 
Readers who buy the newsmagazine “World News” at newspaper stands may now purchase a _______ at a discounted rate if they visit our website before May 31. ,reservation ,subscription ,authorization ,license,subscription 
The employees at the factory decided to join a workers’ union _______ their rights and ensure that their salaries and benefits meet labor code standards. ,protect ,will protect ,protects ,to protect,to protect
The Watson community center is sponsoring a sports event for elementary school children in conjunction _______ a private firm located in the city. ,at ,to ,with ,for,with 
"Some factors that _______ the price of a product include the cost of the materials to make the item, the salaries of the workers, and the advertising costs. ",persuade ,resolve ,determine ,separate,determine 
Ms. Brent received a message reminding her of a medical appointment with her regular physician just when she was _______ to cancel it. ,later ,already ,about ,easily,about 
"Although new employees beginning their career will usually _______ difficulties on their first job, most will adjust to their work environment within a few weeks.  ",encounter ,encounters ,encountering ,encountered,encounter 
An important consideration in the decision to establish a factory in a particular region is whether sufficient resources are _______ locally. ,available ,confidential ,immediate ,unclaimed,available 
The candidates for town mayor said they would _______ the residents’ questions on a radio show to be broadcasted on Wednesday. ,address ,declare ,transmit ,focus,address 
The value of Midland Metal Company’s shares on the stock exchange rose suddenly _______ a public announcement about the firm’s new executive officer. ,after ,until ,except ,once,after 
"Upon _______ her new position as financial manager, Janice Diller immediately assessed the company’s finances to determine where spending could be reduced. ",assuming ,assume ,assumes ,assumed,assuming 
The televised documentary centered on poaching and why animals such as elephants and rhinoceroses are quickly becoming _______. ,hazardous ,unexpected ,endangered ,insensitive,endangered 
"A large number of customers called to complain about a service, _______ the store manager to look into the problem to find an immediate solution. ",prompting ,prompted ,prompt ,prompts,prompting 
A private firm has set up an affiliate organization to help unemployed persons _______ their career goals through training and employment search. ,realize ,realizes ,realizing ,realization,realize 
A new assembly technique will allow the Smart-Call Company to produce mobile phones at a cost that is 20 percent lower _______ when they were originally produced. ,than ,before ,now that ,even if,than 
"James Owen is covering for his co-worker, Arlene Soliven, _______ is on leave of absence for personal reasons until the end of the week. ",whose ,whom ,who ,which,who 
A screenplay writer is planning to meet with several investors for a new science fiction film _______ the home of a top movie director. ,on ,with ,at ,to,at 
"According to the agreement, subscribers to the science journal are _______ to a special double issue at the same price as the regular issues at the end of the year. ",honored ,entitled  ,accomplished ,regulated,entitled  
"McKesson Corporation announced that its revenues for the quarter were up by 30 percent, but whether that rate would remain high in the next quarter was _______. ",random ,occasional ,uncertain ,immature,uncertain 
The process of getting a certificate at city hall can be _______ time-consuming that some applicants visit several times before receiving a document. ,so ,such ,then ,very,so 
The job interviewers are interested not only in the educational background and experience of the applicants but also in the _______ they demonstrate during the interview. ,achievement ,method ,aptitude ,profession,aptitude 
The director of the Winslow Historical Museum _______ Archaeology magazine an exclusive interview for its December issue. ,regretted ,relocated ,recognized ,granted,granted
The executive officer was so _______ with the candidate from a top university that he asked the interviewer to put him on the shortlist immediately. ,to impress ,impressing ,impressed ,impression,impressed 
"After conducting an inspection of the meat packing plant, the inspector wrote a report about the factory’s _______ with sanitation regulations. ",association ,submission ,compliance ,declaration,compliance 
Food critics who have eaten at Lulu’s Restaurant have nothing but praise for its excellent _______ secret recipe for barbecue sauce.  ,or ,just ,such ,but,but
The company is not willing to _______ for expenses its traveling representatives incur on trips if these are not backed up with receipts. ,substitute ,repossess ,compensate ,balance,compensate 
"For the first two years, the Pearl Department Store attracted many shoppers, but _______ a 40-percent rise in inflation, spending dropped steeply. ",unless ,besides ,regardless of ,after,after
"_______ completing the initial draft of a building, the architect sends a copy to the client for comment and approval. ",Until ,Whenever ,Despite ,After,After
"To ensure that the movie gets as much publicity as possible, the producer releases the film and the musical soundtrack _______. ",simultaneously ,harmoniously ,particularly ,commonly,simultaneously 
The company’s lawyer prepared a contract that _______ clients who purchase services a full refund if the service provided does not meet industry standards. ,guarantee ,guarantees ,to guarantee ,guaranteeing,guarantees 
"Housing values had dropped sharply, so even though the house for sale was _______ in design and construction, its market price was very low. ",inferior ,outstanding ,dependent ,secondary,outstanding 
"_______ the technician, only the computers on the second floor were affected by the virus, but he cautioned all the staff to avoid downloading files from e-mails. ",In case that ,Regardless of ,According to ,Although,According to 
The construction of the new subway station and railway in the east side of the city is expected to be _______ within six years’ time. ,considered ,confronted ,concluded ,recommended,concluded 
"After Bronco Corporation revised its project implementation system, it made good _______ in achieving greater customer satisfaction. ",progressed ,to progress ,progressive ,progress ,progress 
The plant supervisor had no choice but to interrupt production on an assembly line when one of the machines stopped _______ without apparent cause. ,work ,worked ,to work ,working,working
"Because several customers complained about a device on the manufacturer’s website, the manager took _______ action and asked the technicians to test the product. ",trivial ,hesitant ,decisive ,attentive,decisive 
Several newspapers published a press release _______ that the grand opening of the newlyconstructed Mélange Department Store would be postponed. ,stated ,stating ,statement ,state,stating 
News reporters on their first day at a major newspaper agreed that submitting a news story before a deadline was harder than they had _______. ,anticipated ,designed ,announced ,qualified,anticipated 
"_______ the number of guests at the Moonlight Hotel increased this month, the number is still 10 percent less than it was at the same time last year. ",Since ,Among ,Excluding ,Although,Although
The music player manufacturer decided to stop producing portable compact disk players _______ sales of the equipment dropped heavily in the past months. ,after ,during ,unless ,despite,after 
"If you are unable to keep the schedule for your dental check-up, please contact the receptionist to have another appointment _______ as soon as possible. ",arranged ,arrange ,arranging ,to arrange,arranged 
The fashion magazine had to discard a plan to feature an article on a rising clothing designer due to an _______ change in his plans. ,advanced ,unfamiliar ,unexpected ,ordinary,unexpected 
"Transportation charges have increased due to the rising cost of energy, and this has _______ affected the prices of major commodities such as wheat and rice. ",efficiently ,formally ,usefully ,adversely,adversely
"_______ the unpopularity of the software company’s new word processing program, it enjoyed higher revenues than in the previous year. ",Although ,Despite ,So that ,Due to ,Despite 
Business majors who want a career in indepth financial analysis are _______ to work with figures and large amounts of information. ,teach ,taught ,teaching ,teaches,taught 
Bank officials met to finalize plans for selling property that _______ by clients who had taken out a high-interest loan on a home. ,had been abandoned ,abandoned ,had abandoned ,abandon,had been abandoned 
"During the presentation, the speakers will focus on _______ the company’s readiness to embark on its expansion plans in Europe and Asia. ",demonstrated ,demonstration ,demonstrate ,demonstrating,demonstrating
"The architecture firm Builder’s Vision has achieved much _______ in the industry, particularly for its willingness to mix traditional and modern ideas. ",recognize ,recognized ,recognizably ,recognition,recognition
"To ensure that customers are informed about the availability of a product, the shopping website is _______ updated by staff who work online full-time. ",frequently ,briefly ,currently ,obviously,frequently 
"In large malls, advertising is often aimed _______ at shoppers who frequent establishments without any definite idea about what to do or buy. ",intend ,intention ,intentionally ,intended,intentionally 
"_______ Automotive Components Incorporated has assessed the market for car accessories, it will proceed with its plan to design an advertising campaign. ",Without ,Now that  ,While ,In spite of,Now that  
